trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2019-05-10 12:10:03,3467604298243674,fraud_Kunde-Reinger,entertainment,7.48,Elizabeth,Johnson,M,1324 Jones St,Dallas,TX,48806,36.7915,-89.0752,1343573,Developer,1989-05-10,b676aaf569,1557470403,36.7367,-89.0015,0
2020-08-24 20:29:59,4924818515622724,"fraud_Stanton, Kihn and Kuhlman",food_dining,48.89,Jennifer,Rodriguez,F,6814 Davis St,San Antonio,TX,51645,31.9901,-83.3355,1547253,Developer,1988-08-24,546a07eaa0,1598281199,32.1536,-83.1459,0
2020-10-15 07:51:43,6652451664755368,"fraud_Haley, Jewess and Bechtelar",misc_pos,33.01,Elizabeth,Johnson,F,3021 Wilson St,San Jose,CA,34149,34.5569,-98.5123,1021795,Engineer,1966-10-16,64055fc0b6,1602728503,34.611,-98.5288,0
2020-05-01 07:47:27,4579163937375665,fraud_Kunde-Reinger,grocery_pos,29.93,Robert,Rodriguez,F,343 Miller St,New York,NY,43206,26.6137,-81.698,8336817,Doctor,1956-05-01,cb8e928b88,1588299447,26.4511,-81.8332,0
2019-05-23 18:38:18,3494926748879507,fraud_Kozey-McGlynn,gas_transport,48.97,William,Brown,M,8377 Davis St,Philadelphia,PA,22298,33.1522,-97.0951,1584064,Artist,1946-05-23,2357db3b3e,1558616898,33.3113,-97.0137,0
2020-12-13 09:21:59,8697546305148014,fraud_Kozey-McGlynn,grocery_net,54.26,Mary,Rodriguez,M,5475 Garcia St,Austin,TX,40607,39.9852,-96.1789,978908,Engineer,1989-12-14,97c62b1055,1607831519,39.9972,-95.9915,0
2020-02-17 14:21:44,5960944850422480,"fraud_Heller, Moore and Reinger",gas_transport,53.82,Elizabeth,Davis,F,5239 Smith St,Houston,TX,93000,44.7885,-79.852,2320268,Teacher,1970-02-17,8abe9a67f5,1581929504,44.7103,-79.9754,0
2020-02-17 12:20:14,6519105560037180,fraud_Ledner-Goodwin,misc_net,31.21,Mary,Jones,F,2602 Rodriguez St,San Antonio,TX,98949,31.9859,-98.217,1547253,Artist,1978-02-17,be5490bf83,1581922214,32.0116,-98.0423,0
2019-04-03 20:28:25,7889497548637130,fraud_Adams-Frazier,entertainment,9.08,David,Miller,M,3776 Wilson St,Phoenix,AZ,49769,46.2296,-111.9787,1680992,Nurse,1943-04-03,564fe30f72,1554303505,46.3779,-111.9162,0
2019-07-10 17:11:40,9591355707045673,fraud_Adams-Frazier,misc_pos,160.06,John,Wilson,F,1739 Williams St,New York,NY,54788,31.4486,-77.3009,8336817,Teacher,2001-07-10,58d3aa5a91,1562758900,31.5811,-77.3769,0
2019-03-12 00:07:51,4138055905300432,"fraud_Heller, Moore and Reinger",kids_pets,180.65,David,Wilson,F,2655 Davis St,Houston,TX,81479,47.5792,-106.9496,2320268,Manager,1935-03-12,d5339b0803,1552329471,47.9579,-109.7189,0
2020-03-26 00:45:19,5410219604167638,fraud_Bauch-Goldner,kids_pets,9.42,Michael,Brown,F,8076 Garcia St,Austin,TX,43207,29.7703,-109.2295,978908,Developer,1985-03-27,1e8fd74ebf,1585163719,29.8586,-109.1724,0
2019-12-19 01:34:20,5729282763865874,"fraud_Heller, Moore and Reinger",grocery_pos,31.21,Elizabeth,Wilson,M,8728 Davis St,San Diego,CA,26381,28.754,-99.0218,1423851,Manager,1966-12-19,cdf942b39c,1576699460,28.7104,-99.0389,0
2019-10-11 11:21:52,2514233399241266,fraud_Emard-Ullrich,food_dining,64.63,Patricia,Jones,M,2092 Jones St,San Antonio,TX,95024,35.6301,-85.1465,1547253,Developer,1954-10-11,c649d094f5,1570773112,35.7863,-84.9827,0
2020-12-11 05:33:54,9796524611863611,fraud_Bernhard Inc,health_fitness,14.44,Barbara,Brown,F,8469 Jones St,Dallas,TX,76464,35.8151,-115.1959,1343573,Teacher,1938-12-12,6b41195df8,1607645034,35.6763,-115.0651,0
2020-08-09 19:10:18,2086783283884280,fraud_Emard-Ullrich,misc_net,10.0,Robert,Miller,F,6754 Davis St,New York,NY,51584,45.9499,-77.3395,8336817,Doctor,1982-08-10,b637a356d7,1596980418,45.9398,-77.5385,1
2020-04-30 20:41:21,4112775942780243,"fraud_Heller, Moore and Reinger",grocery_pos,8.39,Robert,Rodriguez,F,5330 Johnson St,San Diego,CA,48597,41.1396,-106.6693,1423851,Accountant,1995-05-01,b049ad6148,1588259481,41.213,-106.8199,0
2020-05-05 15:05:33,2230936893126002,"fraud_Heller, Moore and Reinger",shopping_net,268.2,Barbara,Brown,F,6656 Brown St,Chicago,IL,54315,27.0675,-92.9892,2693012,Accountant,1966-05-06,9296661996,1588671333,27.2529,-93.1714,0
2019-12-28 06:03:34,9937672452482862,fraud_Kling-Simonis,grocery_pos,8.89,Jennifer,Garcia,M,5254 Wilson St,Austin,TX,65140,25.1239,-71.2127,978908,Developer,1952-12-28,b0913140b0,1577493214,25.0964,-71.0648,0
2019-10-19 02:18:39,7325839539018697,fraud_Kozey-McGlynn,grocery_net,23.98,Patricia,Johnson,M,7343 Smith St,Phoenix,AZ,35257,45.1364,-82.3746,1680992,Nurse,1949-10-19,4518a5123e,1571431719,45.3159,-82.1804,0
2019-01-05 08:13:51,5652389938028365,"fraud_Heller, Moore and Reinger",personal_care,124.95,David,Rodriguez,F,3341 Brown St,Phoenix,AZ,37009,26.3762,-97.2979,1680992,Accountant,1998-01-05,a1936fb014,1546656231,26.5187,-97.4526,0
2019-07-11 01:12:10,1233367550223494,"fraud_Heller, Moore and Reinger",personal_care,12.08,Elizabeth,Brown,M,1048 Wilson St,Houston,TX,61063,46.3032,-80.6022,2320268,Writer,1961-07-11,9b597e1ab5,1562787730,46.4279,-80.583,0
2019-03-01 01:50:43,3156687176914715,"fraud_Haley, Jewess and Bechtelar",shopping_net,16.15,Patricia,Brown,F,4542 Smith St,Philadelphia,PA,34086,42.9743,-86.268,1584064,Writer,1983-03-01,44564d5543,1551385243,42.8318,-86.1017,0
2019-03-30 14:20:40,9645521713346876,fraud_Nader-Gaylord,grocery_net,14.57,Michael,Rodriguez,F,3182 Rodriguez St,Dallas,TX,68111,45.9306,-84.1618,1343573,Manager,1989-03-30,9c42cfa907,1553935840,46.0169,-84.1414,0
2020-08-22 11:11:08,9996614008887186,fraud_Emard-Ullrich,grocery_net,4.8,Patricia,Jones,M,5568 Miller St,Dallas,TX,81033,33.0396,-85.2922,1343573,Teacher,1944-08-22,e1479b0cdc,1598074868,32.8747,-85.3058,0
2020-07-31 23:03:39,7543104583155500,fraud_Reinger Group,grocery_net,14.19,John,Davis,F,9524 Smith St,Los Angeles,CA,68557,45.8614,-74.3447,3979576,Writer,1966-08-01,81cddd5173,1596216819,46.0092,-74.3154,0
2020-11-28 09:39:34,9200423241847020,"fraud_Stanton, Kihn and Kuhlman",misc_net,48.52,Barbara,Miller,F,4375 Smith St,San Diego,CA,62210,27.1569,-71.1777,1423851,Nurse,1997-11-29,4993b1a001,1606536574,27.2844,-71.0349,0
2020-06-27 04:27:03,3315429992512181,"fraud_Stanton, Kihn and Kuhlman",travel,11.81,John,Davis,F,176 Smith St,New York,NY,12625,34.1381,-101.5283,8336817,Nurse,1969-06-28,886b3318e8,1593212223,34.255,-101.7168,0
2020-09-29 16:19:03,1056521226082625,"fraud_Rempel, Gohan and Kertzmann",grocery_net,33.59,Jennifer,Wilson,M,5816 Garcia St,San Diego,CA,38553,25.3974,-117.0386,1423851,Accountant,2002-09-30,d81dbb79cb,1601376543,25.467,-116.9037,0
2020-11-03 00:53:52,7135629849301420,fraud_Kling-Simonis,shopping_pos,3.04,Mary,Davis,M,5186 Brown St,Phoenix,AZ,10538,37.887,-98.053,1680992,Developer,1977-11-04,646f8d0271,1604345032,37.9437,-98.1393,0
2020-08-14 00:43:05,3255064734538326,fraud_Kuhn-Goldner,gas_transport,33.41,Elizabeth,Williams,M,4582 Williams St,Jacksonville,FL,50992,32.2495,-118.0211,911507,Accountant,1977-08-15,7d84835203,1597345985,32.077,-117.9772,0
2019-11-05 11:16:04,9805240808903725,fraud_Kunde-Reinger,health_fitness,22.83,Mary,Jones,F,8893 Williams St,Dallas,TX,47419,34.827,-91.3613,1343573,Manager,1994-11-05,946aecd9a9,1572932764,34.6845,-91.5551,0
2020-09-25 11:10:56,9135006555836406,fraud_Kuhn-Goldner,personal_care,21.76,Elizabeth,Smith,F,9963 Johnson St,San Jose,CA,26332,29.6408,-83.5306,1021795,Artist,1956-09-25,19df710822,1601012456,29.7725,-83.5539,0
2020-01-09 14:53:40,8066752053928131,fraud_Bernhard Inc,grocery_pos,14.7,Mary,Davis,F,1330 Garcia St,New York,NY,57885,32.7985,-76.4847,8336817,Doctor,1970-01-09,46c8dcb3f2,1578561820,32.6752,-76.6576,0
2019-09-03 03:43:50,8493629280179869,fraud_Kuhn-Goldner,travel,225.63,Mary,Wilson,F,4947 Brown St,Austin,TX,33091,27.2617,-73.9336,978908,Engineer,1964-09-03,6b5bf9e729,1567462430,24.586,-76.5616,1
2020-09-04 16:19:55,1818061704525988,"fraud_Heller, Moore and Reinger",food_dining,75.05,John,Wilson,F,3698 Garcia St,Chicago,IL,57486,41.684,-112.3249,2693012,Developer,1948-09-04,bd8a2431e2,1599216595,41.777,-112.1334,0
2019-09-19 08:17:09,8757478445487448,"fraud_Heller, Moore and Reinger",health_fitness,10.43,Elizabeth,Williams,F,5203 Brown St,Phoenix,AZ,16580,26.9142,-114.4152,1680992,Developer,1940-09-19,6f50ef5710,1568861229,27.0124,-114.3228,0
2020-09-07 20:37:20,1185025344338032,fraud_Kuhn-Goldner,misc_pos,20.15,Mary,Rodriguez,M,6673 Miller St,Los Angeles,CA,10008,37.7241,-85.8562,3979576,Salesperson,1967-09-08,8aafd796d7,1599491240,37.5674,-85.7884,0
2020-11-09 21:27:30,5739279488557002,fraud_Kunde-Reinger,personal_care,174.89,Patricia,Rodriguez,F,9627 Rodriguez St,Houston,TX,89034,39.197,-102.1254,2320268,Developer,1981-11-10,4542daa518,1604937450,39.1378,-102.1718,0
2020-03-21 14:49:34,8803808501232477,fraud_Kozey-McGlynn,misc_pos,25.66,Michael,Rodriguez,M,4657 Garcia St,Dallas,TX,26957,35.2357,-115.503,1343573,Artist,1998-03-22,67b5fc7d4b,1584782374,35.3129,-115.4226,0
2019-02-23 04:43:26,5688825588144303,fraud_Ledner-Goodwin,grocery_net,86.11,Jennifer,Brown,F,1726 Wilson St,New York,NY,33632,25.8551,-115.2017,8336817,Nurse,1980-02-24,5680b999e9,1550877206,25.9432,-115.0845,0
2019-09-20 13:05:26,9697995869527518,fraud_Bauch-Goldner,misc_net,144.37,Patricia,Garcia,M,5116 Williams St,Dallas,TX,66859,40.5324,-115.2795,1343573,Engineer,1982-09-20,80df7dfa76,1568964926,40.603,-115.2204,0
2020-02-28 10:11:30,8317303732261993,fraud_Ledner-Goodwin,grocery_pos,53.26,Patricia,Williams,M,8243 Jones St,Jacksonville,FL,36632,44.2947,-112.5689,911507,Writer,1941-02-28,2305fed528,1582864890,44.1834,-112.5344,0
2020-12-02 04:01:53,4006931115034852,"fraud_Rempel, Gohan and Kertzmann",gas_transport,3.5,William,Miller,F,3502 Jones St,Los Angeles,CA,92334,44.133,-105.8658,3979576,Manager,1940-12-02,7e649d915b,1606861913,44.1955,-105.741,0
2019-11-06 06:45:39,8689849238038358,"fraud_Rempel, Gohan and Kertzmann",food_dining,10.81,Jennifer,Rodriguez,M,9393 Johnson St,Houston,TX,70775,39.7127,-72.2636,2320268,Accountant,1944-11-06,ad9d28f636,1573002939,37.5736,-69.5035,0
2019-02-03 17:42:30,5345787370177196,"fraud_Stanton, Kihn and Kuhlman",grocery_pos,44.26,Patricia,Wilson,M,2848 Rodriguez St,Austin,TX,23091,28.2372,-90.1534,978908,Teacher,1981-02-03,42b10f30a1,1549195950,26.2896,-91.0789,0
2020-06-06 13:44:23,2703746197032911,fraud_Kling-Simonis,entertainment,139.58,David,Miller,F,7344 Brown St,San Jose,CA,46914,34.1277,-77.0399,1021795,Accountant,1986-06-07,a2c836d621,1591431263,34.2574,-77.2154,0
2020-10-25 14:47:05,5559377614328598,"fraud_Haley, Jewess and Bechtelar",shopping_pos,22.41,Michael,Davis,F,8654 Miller St,Dallas,TX,14455,28.3192,-86.6598,1343573,Writer,1943-10-26,4c204a4af3,1603617425,28.4301,-86.7482,0
2020-10-26 11:24:38,6727724440586047,fraud_Kuhn-Goldner,travel,24.11,William,Miller,M,4110 Rodriguez St,Jacksonville,FL,70347,46.1448,-85.4355,911507,Teacher,1973-10-27,3a99f4d6e4,1603691678,46.2877,-85.6122,0
2020-11-27 05:53:36,5219587758240008,fraud_Glover-Hansen,shopping_net,2.7,Robert,Johnson,M,5044 Williams St,Philadelphia,PA,40902,26.389,-111.9296,1584064,Developer,1959-11-28,ba1c0613fb,1606436616,26.4331,-111.8912,0
2020-12-18 20:22:35,2632337102694724,"fraud_Heller, Moore and Reinger",health_fitness,996.49,Robert,Johnson,M,8424 Davis St,New York,NY,26436,34.9171,-111.6482,8336817,Nurse,1995-12-19,910e589869,1608303155,36.163,-114.545,0
2019-05-08 08:10:17,3164671541016475,fraud_Bernhard Inc,kids_pets,44.04,Patricia,Jones,M,2376 Williams St,San Antonio,TX,48684,35.9453,-112.356,1547253,Nurse,1961-05-08,8287a9dfc6,1557283217,35.892,-112.4724,0
2019-08-02 21:04:50,6435034133182457,fraud_Kozey-McGlynn,misc_net,50.47,Barbara,Brown,F,8620 Wilson St,Chicago,IL,79211,31.8801,-111.3763,2693012,Accountant,1970-08-02,d9ea521b88,1564760090,32.0598,-111.406,0
2020-05-26 15:05:48,2487199220195852,fraud_Emard-Ullrich,shopping_net,187.0,Robert,Brown,M,3576 Johnson St,Los Angeles,CA,93000,41.9534,-105.1753,3979576,Manager,1966-05-27,7270d0eb1c,1590485748,42.1094,-105.0291,0
2019-06-30 19:03:11,2575867577139200,fraud_Nader-Gaylord,health_fitness,1.94,William,Rodriguez,M,1605 Brown St,Austin,TX,87393,29.8239,-81.2601,978908,Teacher,1979-06-30,ba2012f589,1561901591,29.9874,-81.1895,0
2019-04-12 11:20:10,2910725137108903,fraud_Glover-Hansen,travel,1100.63,Barbara,Williams,F,2065 Miller St,San Diego,CA,59813,38.2601,-113.2718,1423851,Manager,1935-04-12,69f98cd893,1555048210,38.2984,-113.1942,0
2020-09-22 00:12:56,7435575892909592,fraud_Nader-Gaylord,misc_net,95.81,Jennifer,Rodriguez,F,3144 Miller St,Philadelphia,PA,68043,40.6281,-107.1967,1584064,Manager,1983-09-23,aaa772a538,1600713776,40.5468,-107.2506,0
2019-10-17 09:23:26,1396946526787504,"fraud_Haley, Jewess and Bechtelar",food_dining,82.34,Elizabeth,Davis,F,9415 Johnson St,Houston,TX,24059,31.7104,-113.3082,2320268,Doctor,1997-10-17,6fe8dfe7b4,1571284406,31.6116,-113.5012,0
2019-09-03 14:02:41,2109767488028458,fraud_Emard-Ullrich,food_dining,7.68,William,Smith,F,6504 Smith St,Dallas,TX,87141,35.096,-105.8617,1343573,Artist,1968-09-03,50850a030e,1567499561,34.9998,-105.7879,0
2020-04-01 17:59:59,8944211412395087,"fraud_Stanton, Kihn and Kuhlman",personal_care,104.7,Mary,Smith,F,5783 Brown St,Austin,TX,21330,38.4153,-114.3428,978908,Teacher,1993-04-02,975b59f283,1585744199,38.4787,-114.2544,0
2020-11-10 21:48:36,2950572016900026,fraud_Cruickshank-Mills,gas_transport,32.49,Patricia,Jones,M,8368 Wilson St,Dallas,TX,14496,26.2191,-115.6231,1343573,Teacher,1991-11-11,29d34f2755,1605025116,26.1191,-115.4887,0
2020-12-06 11:09:12,9826709120524305,"fraud_Stanton, Kihn and Kuhlman",shopping_pos,13.93,Barbara,Williams,F,7304 Williams St,Los Angeles,CA,18070,45.9397,-89.281,3979576,Salesperson,1988-12-06,77ea3fdf6d,1607233152,46.1214,-89.3333,0
2020-12-17 18:10:40,2707240441349281,fraud_Emard-Ullrich,misc_net,94.98,Elizabeth,Miller,M,6317 Smith St,New York,NY,94365,34.3992,-93.002,8336817,Artist,1993-12-18,d644838c93,1608208840,34.5953,-93.1398,0
2020-07-03 17:33:47,8444391832335044,"fraud_Heller, Moore and Reinger",grocery_net,152.61,Elizabeth,Smith,F,9715 Davis St,Austin,TX,85087,29.5505,-96.3474,978908,Doctor,1999-07-04,c0794b00ea,1593777827,29.5234,-96.3938,0
2019-05-28 11:53:40,3075699764328736,fraud_Kuhn-Goldner,kids_pets,104.87,Barbara,Johnson,F,1631 Wilson St,New York,NY,58067,40.7332,-110.6616,8336817,Manager,1952-05-28,c2d8351161,1559024620,40.3015,-108.3971,0
2020-06-05 05:23:39,7665867736657163,fraud_Cruickshank-Mills,travel,94.97,Jennifer,Rodriguez,M,926 Williams St,San Diego,CA,67783,40.0587,-72.8855,1423851,Accountant,1956-06-05,c95726ca9e,1591314819,40.0276,-72.7874,0
2020-08-07 01:20:35,7250156165505400,fraud_Bauch-Goldner,kids_pets,40.04,Barbara,Wilson,F,4473 Jones St,Philadelphia,PA,47364,30.5605,-117.5164,1584064,Artist,1982-08-08,304671d158,1596743435,30.4103,-117.4768,0
2020-09-16 01:58:45,4877243267167397,fraud_Bauch-Goldner,personal_care,9.47,John,Wilson,M,1619 Garcia St,San Diego,CA,57788,33.9189,-74.8308,1423851,Engineer,1963-09-17,857ea12f7b,1600201725,33.7553,-74.8734,0
2020-07-01 12:28:27,7421793999516125,fraud_Reinger Group,personal_care,180.59,Robert,Miller,M,4297 Miller St,Houston,TX,94319,40.7328,-90.2245,2320268,Accountant,2000-07-01,cae4227964,1593586707,40.5477,-90.124,0
2020-08-08 07:06:38,7111491668381489,fraud_Kozey-McGlynn,grocery_pos,55.03,John,Garcia,F,7409 Smith St,Austin,TX,58106,42.8763,-90.7117,978908,Artist,1965-08-09,36f12e3af2,1596850598,42.9283,-90.6947,0
2020-02-20 03:54:28,2679399439892153,"fraud_Heller, Moore and Reinger",misc_pos,11.18,John,Jones,F,4044 Rodriguez St,San Antonio,TX,40537,27.6237,-72.3979,1547253,Teacher,1962-02-20,8a4e827f2c,1582151068,27.6363,-72.436,0
2019-04-02 19:06:38,6023112766865988,"fraud_Heller, Moore and Reinger",grocery_net,3.66,Patricia,Johnson,F,9306 Brown St,Jacksonville,FL,32381,43.6229,-93.4295,911507,Nurse,1962-04-02,8bcd06bf1f,1554212198,43.6383,-93.235,0
2020-02-03 17:08:13,3751256147540932,"fraud_Haley, Jewess and Bechtelar",misc_net,15.19,John,Wilson,M,5184 Brown St,Houston,TX,93362,35.5909,-104.4825,2320268,Writer,1972-02-03,8f48b6e78c,1580729893,35.4371,-104.4667,0
2020-08-09 13:10:34,7621914653112449,fraud_Kunde-Reinger,entertainment,11.99,Jennifer,Miller,F,9780 Johnson St,San Jose,CA,59032,29.0096,-97.9094,1021795,Manager,1949-08-10,7a3a9ed6c7,1596958834,29.1118,-98.0185,0
2019-01-13 18:13:57,6021485446062954,fraud_Kunde-Reinger,gas_transport,9.61,John,Wilson,M,8757 Smith St,New York,NY,28997,38.5465,-88.4155,8336817,Developer,1998-01-13,49e1ae9951,1547383437,38.4283,-88.3637,0
2020-05-05 01:05:01,2204277040818021,fraud_Kozey-McGlynn,grocery_pos,76.23,Michael,Davis,M,5429 Rodriguez St,New York,NY,85256,26.1454,-81.0064,8336817,Teacher,1943-05-06,b1386a4ea2,1588620901,26.3,-80.8804,0
2019-08-05 04:44:54,6046087430868752,fraud_Cruickshank-Mills,personal_care,59.84,John,Brown,F,7194 Williams St,Chicago,IL,15450,28.4205,-83.7517,2693012,Developer,1969-08-05,3b58823327,1564960494,28.4442,-83.6816,0
2019-03-14 08:30:20,4800172465089438,fraud_Kunde-Reinger,grocery_net,3.03,Michael,Johnson,M,3372 Rodriguez St,Phoenix,AZ,88097,36.1692,-114.394,1680992,Nurse,1996-03-14,86a2544b94,1552532420,36.2022,-114.5707,0
2020-08-30 18:55:33,5450149548964009,fraud_Cruickshank-Mills,entertainment,80.43,David,Miller,F,4110 Miller St,Dallas,TX,38541,39.9258,-104.3125,1343573,Doctor,1940-08-30,c403d27c6f,1598793933,39.9431,-104.1624,0
2019-12-12 08:59:06,1791376161647758,"fraud_Stanton, Kihn and Kuhlman",gas_transport,10.17,Patricia,Brown,M,8511 Wilson St,Philadelphia,PA,98306,27.9992,-117.6288,1584064,Teacher,1967-12-12,2f5624e464,1576121346,27.8828,-117.5112,0
2020-09-28 15:11:32,4306984078971514,fraud_Reinger Group,kids_pets,57.3,David,Davis,F,9849 Jones St,New York,NY,27320,31.3145,-117.7213,8336817,Nurse,1957-09-29,223a945c19,1601286092,31.3735,-117.5752,0
2019-05-05 04:03:20,3143647222962322,"fraud_Haley, Jewess and Bechtelar",health_fitness,26.13,William,Davis,F,1617 Garcia St,Phoenix,AZ,53158,25.8886,-104.8219,1680992,Salesperson,1980-05-05,e494f23cfe,1557009200,25.7121,-104.6812,0
2019-01-16 02:59:48,6502228468399299,fraud_Kozey-McGlynn,health_fitness,23.67,John,Smith,F,2280 Davis St,San Diego,CA,76822,35.8584,-83.9838,1423851,Writer,1990-01-16,246c66466a,1547587788,35.933,-83.8564,0
2019-10-23 04:05:38,9306318337908112,fraud_Nader-Gaylord,health_fitness,19.55,Robert,Davis,F,8943 Davis St,San Antonio,TX,66437,25.3461,-70.4977,1547253,Teacher,1989-10-23,80d1b110cd,1571783738,25.5291,-70.3556,0
2020-11-08 05:23:07,3221312870714146,fraud_Adams-Frazier,entertainment,36.7,Patricia,Williams,M,4764 Davis St,San Jose,CA,53301,33.9784,-82.4755,1021795,Doctor,1984-11-08,8a9aedb5a4,1604793187,33.9066,-82.3323,0
2020-11-25 17:01:45,8866629423035610,fraud_Bernhard Inc,personal_care,96.48,William,Wilson,M,2745 Smith St,San Jose,CA,97535,41.6189,-119.0481,1021795,Manager,1975-11-26,7d1a36b1aa,1606303905,41.7959,-118.9563,0
2019-04-11 04:49:11,1521346652751505,fraud_Reinger Group,kids_pets,9.71,Elizabeth,Smith,M,6251 Garcia St,San Antonio,TX,72237,43.8028,-77.7734,1547253,Artist,1964-04-11,50bd1e3f26,1554938351,43.888,-77.9611,0
2020-07-10 09:39:36,9038696846318652,fraud_Glover-Hansen,health_fitness,21.41,Mary,Garcia,M,2696 Smith St,San Antonio,TX,68921,34.5776,-80.6959,1547253,Teacher,1973-07-11,57d977565b,1594354176,34.5024,-80.6147,0
2020-01-31 12:23:37,8805623393137027,fraud_Emard-Ullrich,shopping_pos,27.88,Barbara,Miller,F,4200 Garcia St,Houston,TX,94251,44.8168,-100.9142,2320268,Teacher,1957-01-31,311360ee88,1580453617,44.6184,-100.7231,0
2019-03-30 22:10:51,5018111169905434,fraud_Emard-Ullrich,kids_pets,31.96,Elizabeth,Miller,M,6642 Jones St,San Diego,CA,30552,30.7493,-103.0949,1423851,Doctor,1958-03-30,aaf9365cde,1553964051,30.9363,-103.2064,0
2019-11-07 03:46:15,7400744061130142,fraud_Glover-Hansen,grocery_pos,132.47,Barbara,Jones,M,2074 Smith St,San Jose,CA,47383,31.7388,-106.6835,1021795,Accountant,1961-11-07,d1b19299d7,1573078575,31.5592,-106.5708,0
2020-06-24 05:23:09,9337953387396576,fraud_Kozey-McGlynn,shopping_net,84.89,Elizabeth,Rodriguez,M,3282 Smith St,San Antonio,TX,52114,39.7506,-89.793,1547253,Accountant,1963-06-25,64f1143dfb,1592956389,39.5541,-89.6294,0
2019-10-12 13:17:13,3551949621484525,"fraud_Haley, Jewess and Bechtelar",travel,50.26,William,Miller,M,236 Garcia St,San Diego,CA,51310,44.1258,-77.8124,1423851,Manager,1970-10-12,3619c70b9a,1570866433,44.2249,-77.6673,0
2019-05-20 00:11:05,3882399973923588,fraud_Kling-Simonis,home,139.99,Michael,Davis,M,1187 Garcia St,Chicago,IL,48128,36.2178,-117.5251,2693012,Artist,1942-05-20,9bfc697486,1558291265,36.0248,-117.6135,0
2019-08-21 10:25:15,5978112757940158,fraud_Ledner-Goodwin,travel,1326.89,Patricia,Johnson,F,5643 Davis St,Los Angeles,CA,58303,31.2503,-71.7886,3979576,Teacher,1993-08-21,a45a3d0b64,1566363315,31.1565,-71.8788,0
2019-06-17 20:46:51,4331109793830821,fraud_Reinger Group,home,29.71,David,Brown,M,9906 Jones St,San Antonio,TX,67785,46.5134,-71.2951,1547253,Accountant,1941-06-17,61928975ef,1560784611,46.4205,-71.2545,0
2020-07-25 14:36:47,5814894766669111,fraud_Emard-Ullrich,grocery_pos,97.57,Mary,Rodriguez,F,6312 Smith St,San Antonio,TX,11058,39.1735,-111.4944,1547253,Salesperson,1977-07-26,1eb4c529a5,1595668007,39.3043,-111.4706,0
2019-11-07 23:58:55,8219942760974111,fraud_Ledner-Goodwin,travel,29.02,William,Jones,F,9966 Smith St,Chicago,IL,77442,30.5709,-106.4475,2693012,Accountant,1967-11-07,b1f1901c5b,1573151335,30.6551,-106.523,0
2020-11-15 21:39:07,6643121774880517,fraud_Bauch-Goldner,grocery_pos,2.63,Jennifer,Rodriguez,F,7036 Johnson St,Chicago,IL,48596,43.4301,-118.3151,2693012,Teacher,1987-11-16,2850500ca1,1605456547,43.4961,-118.4611,0
2019-03-24 18:06:03,5841418026127588,fraud_Kling-Simonis,misc_net,37.17,Barbara,Brown,F,6102 Wilson St,Houston,TX,13949,33.6903,-115.3557,2320268,Developer,1953-03-24,4b566c4c40,1553430963,33.604,-115.1606,0
2020-04-10 18:53:37,2855715316291022,"fraud_Rempel, Gohan and Kertzmann",gas_transport,64.94,John,Garcia,F,2297 Jones St,New York,NY,76847,39.7034,-77.1557,8336817,Developer,1977-04-11,82da6e2634,1586525017,39.6215,-76.977,0
2020-04-18 00:44:06,4453354992589780,fraud_Nader-Gaylord,grocery_net,123.96,David,Jones,F,424 Smith St,Jacksonville,FL,93719,31.6264,-110.0148,911507,Developer,1981-04-19,19c4212a69,1587150846,31.5243,-110.1654,0
2020-01-10 09:07:55,6951428217987648,fraud_Bauch-Goldner,misc_pos,48.35,William,Brown,M,2283 Wilson St,San Diego,CA,46042,44.8353,-88.4853,1423851,Nurse,1961-01-10,d27ef6d701,1578627475,44.9098,-88.4655,0
2019-11-02 10:57:26,3955193705440217,"fraud_Stanton, Kihn and Kuhlman",travel,1365.51,Mary,Wilson,M,6542 Rodriguez St,San Jose,CA,88180,38.4932,-71.9537,1021795,Teacher,1991-11-02,b8ad9127fd,1572672446,38.6649,-71.8219,0
2019-02-16 10:38:04,4527168403435089,fraud_Emard-Ullrich,shopping_net,67.7,Michael,Jones,F,5170 Davis St,New York,NY,63904,25.1799,-102.5407,8336817,Doctor,1970-02-16,e27350630c,1550293684,25.228,-102.3657,0
2019-10-27 08:58:22,7659893679185220,fraud_Nader-Gaylord,grocery_net,29.43,Patricia,Brown,M,5819 Brown St,San Diego,CA,40946,35.3433,-72.132,1423851,Artist,1960-10-27,967482d3ec,1572146902,35.4068,-71.9653,0
2020-12-01 10:29:32,1971285316869044,fraud_Adams-Frazier,gas_transport,30.18,William,Jones,M,7865 Smith St,Dallas,TX,32077,38.4645,-83.2433,1343573,Engineer,1985-12-02,a7adcd1cbc,1606798772,38.5081,-83.1505,0
2020-04-16 12:35:28,5640387489054983,fraud_Adams-Frazier,misc_pos,195.67,William,Smith,F,8216 Brown St,New York,NY,16432,45.9887,-117.2584,8336817,Engineer,1993-04-17,9b2933c101,1587020728,46.0569,-117.319,0
2020-11-30 04:03:17,1455473646954572,fraud_Nader-Gaylord,home,4.68,Jennifer,Brown,M,855 Jones St,Los Angeles,CA,41639,29.3604,-94.0217,3979576,Artist,1972-11-30,e2015d4d39,1606689197,29.213,-94.1958,0
